blockerType,legacyPath,legacyStatus,auditClassification,cutoverDecision,targetPath,confidence,title,notes
legacy_section_archive,/art/,200,preserve_or_map,manual_review,/magazine,low,Art | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/blog-newspaper/,200,preserve_or_map,manual_review,/magazine,low,HOME | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/film/,200,preserve_or_map,manual_review,/magazine,low,Film | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/journal/,200,preserve_or_map,manual_review,/magazine,low,Magazine | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/lifestyle/,200,preserve_or_map,manual_review,/magazine,low,Lifestyle | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/literature/,200,preserve_or_map,manual_review,/magazine,low,Literature | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/literature/short-stories/,200,preserve_or_map,manual_review,/magazine,low,Short Stories | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/music/,200,preserve_or_map,manual_review,/music,low,Music | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/opinion/,200,preserve_or_map,manual_review,/magazine,low,Opinion | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/plan/,200,preserve_or_map,manual_review,/magazine,low,Plan | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/plan/archive/,200,preserve_or_map,manual_review,/magazine,low,Archive | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/science-and-technology/,200,preserve_or_map,manual_review,/magazine,low,Science and Technology | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/short-stories/,200,preserve_or_map,manual_review,/magazine,low,Short Stories | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
legacy_section_archive,/sports/,200,preserve_or_map,manual_review,/magazine,low,Sports | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
static_or_account_route,/account/,200,preserve_or_map,manual_review,/account,medium,Account | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/corrections/,200,preserve_or_map,manual_review,/corrections,medium,Corrections | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/events/,200,preserve_or_map,manual_review,/events,medium,Events | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/faq/,200,preserve_or_map,manual_review,/faq,medium,FAQ | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/methodology/,200,preserve_or_map,manual_review,/methodology,medium,Methodology | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/my-account/,200,preserve_or_map,manual_review,/account,medium,Sign in | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/my-library/,200,preserve_or_map,manual_review,/library,medium,My Library | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/my-top-10/,200,preserve_or_map,manual_review,/my-top-10,medium,Sign in | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/news-resources/,200,preserve_or_map,manual_review,/magazine,medium,News &amp; Resources | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/order-tracking/,200,preserve_or_map,manual_review,/account,medium,ORDER TRACKING | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/settings/,200,preserve_or_map,manual_review,/settings,medium,Sign in | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
static_or_account_route,/venues/,200,preserve_or_map,manual_review,/venues,medium,Venues | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
tag_archive,/tag/2026/,200,preserve_or_map,manual_review,/search?tag=2026,low,2026 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/4mr-frank-white/,200,preserve_or_map,manual_review,/search?tag=4mr-frank-white,low,4mr Frank White | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/60-nozzles/,200,preserve_or_map,manual_review,/search?tag=60-nozzles,low,60 Nozzles | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/8-4-4/,200,preserve_or_map,manual_review,/search?tag=8-4-4,low,8-4-4 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/8th-street-gang/,200,preserve_or_map,manual_review,/search?tag=8th-street-gang,low,8th Street Gang | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/a-grain-of-wheat/,200,preserve_or_map,manual_review,/search?tag=a-grain-of-wheat,low,A Grain of Wheat | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/a-nurse-toto/,200,preserve_or_map,manual_review,/search?tag=a-nurse-toto,low,A Nurse Toto | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/aahil/,200,preserve_or_map,manual_review,/search?tag=aahil,low,Aahil | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/aaron-rimbui/,200,preserve_or_map,manual_review,/search?tag=aaron-rimbui,low,Aaron Rimbui | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ababu-namwamba/,200,preserve_or_map,manual_review,/search?tag=ababu-namwamba,low,Ababu Namwamba | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/abas-k%eb%ab%bf/,200,preserve_or_map,manual_review,/search?tag=abas-k%25eb%25ab%25bf,low,Abas K뫿 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/abbas-k%eb%ab%bf/,200,preserve_or_map,manual_review,/search?tag=abbas-k%25eb%25ab%25bf,low,Abbas K뫿 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/abubakar-majid/,200,preserve_or_map,manual_review,/search?tag=abubakar-majid,low,Abubakar Majid | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/accessibility/,200,preserve_or_map,manual_review,/search?tag=accessibility,low,Accessibility | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/across-the-bridge/,200,preserve_or_map,manual_review,/search?tag=across-the-bridge,low,Across The Bridge | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/act-of-love/,200,preserve_or_map,manual_review,/search?tag=act-of-love,low,Act Of Love | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ado-veli/,200,preserve_or_map,manual_review,/search?tag=ado-veli,low,Ado Veli | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/adobe/,200,preserve_or_map,manual_review,/search?tag=adobe,low,Adobe | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/afcfta/,200,preserve_or_map,manual_review,/search?tag=afcfta,low,AfCFTA | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/affordable-art-show/,200,preserve_or_map,manual_review,/search?tag=affordable-art-show,low,Affordable Art Show | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/africa/,200,preserve_or_map,manual_review,/search?tag=africa,low,Africa | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/african-continental-free-trade-area/,200,preserve_or_map,manual_review,/search?tag=african-continental-free-trade-area,low,African Continental Free Trade Area | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/african-fiction/,200,preserve_or_map,manual_review,/search?tag=african-fiction,low,African Fiction | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/african-music/,200,preserve_or_map,manual_review,/search?tag=african-music,low,African Music | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/afro-house/,200,preserve_or_map,manual_review,/search?tag=afro-house,low,Afro House | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/afrobeat/,200,preserve_or_map,manual_review,/search?tag=afrobeat,low,Afrobeat | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/afroelle-magazine/,200,preserve_or_map,manual_review,/search?tag=afroelle-magazine,low,Afroelle Magazine | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/afrofuturism/,200,preserve_or_map,manual_review,/search?tag=afrofuturism,low,Afrofuturism | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/afrohouse/,200,preserve_or_map,manual_review,/search?tag=afrohouse,low,Afrohouse | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/afronautiq/,200,preserve_or_map,manual_review,/search?tag=afronautiq,low,AfroNautiq | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/agent-mgumbe/,200,preserve_or_map,manual_review,/search?tag=agent-mgumbe,low,Agent Mgumbe | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ajay/,200,preserve_or_map,manual_review,/search?tag=ajay,low,Ajay | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/akan-drum/,200,preserve_or_map,manual_review,/search?tag=akan-drum,low,Akan Drum | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/akoth-jumadi/,200,preserve_or_map,manual_review,/search?tag=akoth-jumadi,low,Akoth Jumadi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/al-jean/,200,preserve_or_map,manual_review,/search?tag=al-jean,low,Al Jean | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/alantra-official/,200,preserve_or_map,manual_review,/search?tag=alantra-official,low,Alantra Official | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/album-review/,200,preserve_or_map,manual_review,/search?tag=album-review,low,Album Review | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/album-review/page/2/,200,preserve_or_map,manual_review,/search?tag=album-review,low,Album Review | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/alex-mawimbi/,200,preserve_or_map,manual_review,/search?tag=alex-mawimbi,low,Alex Mawimbi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/alfred-international/,200,preserve_or_map,manual_review,/search?tag=alfred-international,low,Alfred International | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/algorithms/,200,preserve_or_map,manual_review,/search?tag=algorithms,low,Algorithms | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/alliance-francaise-de-nairobi/,200,preserve_or_map,manual_review,/search?tag=alliance-francaise-de-nairobi,low,Alliance Française de Nairobi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/allianz-direct/,200,preserve_or_map,manual_review,/search?tag=allianz-direct,low,Allianz Direct | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ally-fresh/,200,preserve_or_map,manual_review,/search?tag=ally-fresh,low,Ally Fresh | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/amapiano/,200,preserve_or_map,manual_review,/search?tag=amapiano,low,Amapiano | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/aminata/,200,preserve_or_map,manual_review,/search?tag=aminata,low,Aminata | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/angry-panda-clan/,200,preserve_or_map,manual_review,/search?tag=angry-panda-clan,low,Angry Panda Clan | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/animation/,200,preserve_or_map,manual_review,/search?tag=animation,low,Animation | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/anrey/,200,preserve_or_map,manual_review,/search?tag=anrey,low,Anrey | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/anyango-mpinga/,200,preserve_or_map,manual_review,/search?tag=anyango-mpinga,low,Anyango Mpinga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/apesi/,200,preserve_or_map,manual_review,/search?tag=apesi,low,Apesi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/apple-music/,200,preserve_or_map,manual_review,/search?tag=apple-music,low,Apple Music | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/arbantone/,200,preserve_or_map,manual_review,/search?tag=arbantone,low,Arbantone | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/architecture/,200,preserve_or_map,manual_review,/search?tag=architecture,low,Architecture | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/aress-66/,200,preserve_or_map,manual_review,/search?tag=aress-66,low,Aress 66 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/arlen-dilsizian/,200,preserve_or_map,manual_review,/search?tag=arlen-dilsizian,low,Arlen Dilsizian | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/arlene-wandera/,200,preserve_or_map,manual_review,/search?tag=arlene-wandera,low,Arlene Wandera | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/arrow-boy/,200,preserve_or_map,manual_review,/search?tag=arrow-boy,low,Arrow Boy | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/artificial-intelligence/,200,preserve_or_map,manual_review,/search?tag=artificial-intelligence,low,Artificial Intelligence | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/assistive-technology/,200,preserve_or_map,manual_review,/search?tag=assistive-technology,low,Assistive Technology | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/atemi-oyungu/,200,preserve_or_map,manual_review,/search?tag=atemi-oyungu,low,Atemi Oyungu | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/athens/,200,preserve_or_map,manual_review,/search?tag=athens,low,Athens | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/athletics/,200,preserve_or_map,manual_review,/search?tag=athletics,low,Athletics | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/atmos-blaq/,200,preserve_or_map,manual_review,/search?tag=atmos-blaq,low,Atmos Blaq | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ato-malinda/,200,preserve_or_map,manual_review,/search?tag=ato-malinda,low,Ato Malinda | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/axel-lussiez/,200,preserve_or_map,manual_review,/search?tag=axel-lussiez,low,Axel Lussiez | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ayra-starr/,200,preserve_or_map,manual_review,/search?tag=ayra-starr,low,Ayra Starr | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ayrosh/,200,preserve_or_map,manual_review,/search?tag=ayrosh,low,Ayrosh | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ayub-ogada/,200,preserve_or_map,manual_review,/search?tag=ayub-ogada,low,Ayub Ogada | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/azziad-nasenya/,200,preserve_or_map,manual_review,/search?tag=azziad-nasenya,low,Azziad Nasenya | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/bahati/,200,preserve_or_map,manual_review,/search?tag=bahati,low,Bahati | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/bakone/,200,preserve_or_map,manual_review,/search?tag=bakone,low,Bakone | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/bali/,200,preserve_or_map,manual_review,/search?tag=bali,low,Bali | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/bankslave/,200,preserve_or_map,manual_review,/search?tag=bankslave,low,Bankslave | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/bantu/,200,preserve_or_map,manual_review,/search?tag=bantu,low,Bantu | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/baraza/,200,preserve_or_map,manual_review,/search?tag=baraza,low,Baraza | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/bare-sessions/,200,preserve_or_map,manual_review,/search?tag=bare-sessions,low,BARE SESSIONS | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/bayanni/,200,preserve_or_map,manual_review,/search?tag=bayanni,low,Bayanni | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/beef/,200,preserve_or_map,manual_review,/search?tag=beef,low,Beef | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ben-cyco/,200,preserve_or_map,manual_review,/search?tag=ben-cyco,low,Ben Cyco | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/beneath-the-baobabs-festival/,200,preserve_or_map,manual_review,/search?tag=beneath-the-baobabs-festival,low,Beneath The Baobabs Festival | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/benga/,200,preserve_or_map,manual_review,/search?tag=benga,low,Benga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
