source,target,status,preserveQueryString,sourceGroup,confidence,safeToApplyAfterFinalGoNoGo,notes
/5-kenyan-artists-to-look-out-for-in-2025/,/magazine/5-kenyan-artists-to-look-out-for-in-2025,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/5-kenyan-music-events-you-should-attend-at-least-once/,/magazine/5-kenyan-music-events-you-should-attend-at-least-once,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/5-kenyan-music-podcasts-you-should-listen-to/,/magazine/5-kenyan-music-podcasts-you-should-listen-to,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/5-reasons-why-you-should-wear-a-mask/,/magazine/5-reasons-why-you-should-wear-a-mask,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/8-kenyan-artists-making-waves-in-2021/,/magazine/8-kenyan-artists-making-waves-in-2021,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/a-bad-memory-recorder-practice-and-female-friendships/,/magazine/a-bad-memory-recorder-practice-and-female-friendships,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/acumen-and-dominion-why-wakadinali-only-sit-in-the-cockpit-of-entertainment/,/magazine/acumen-and-dominion-why-wakadinali-only-sit-in-the-cockpit-of-entertainment,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/affordable-art-show-2023/,/magazine/affordable-art-show-2023,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/african-renaissance-through-music-part-ii/,/magazine/african-renaissance-through-music-part-ii,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/african-renaissance-through-music/,/magazine/african-renaissance-through-music,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/africas-online-gossip-enterprise-and-its-place-in-the-entertainment-industry/,/magazine/africas-online-gossip-enterprise-and-its-place-in-the-entertainment-industry,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/ai-could-take-my-job-and-maybe-thats-a-good-thing/,/magazine/ai-could-take-my-job-and-maybe-thats-a-good-thing,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/ai-for-all/,/magazine/ai-for-all,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-58-flava-by-buruklyn-boyz/,/magazine/album-review-58-flava-by-buruklyn-boyz,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-alusa-why-are-you-topless/,/magazine/album-review-alusa-why-are-you-topless,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-dusk-to-dawn-by-serro/,/magazine/album-review-dusk-to-dawn-by-serro,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-labor-of-love-zaituni-wambui/,/magazine/album-review-labor-of-love-zaituni-wambui,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-love-hate-pt-1/,/magazine/album-review-love-hate-pt-1,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-love-letters-3-by-caleb-awiti/,/magazine/album-review-love-letters-3-by-caleb-awiti,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-mauru-unit/,/magazine/album-review-mauru-unit,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-maybe-ii-by-xenia-manasseh-and-ukweli/,/magazine/album-review-maybe-ii-by-xenia-manasseh-and-ukweli,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-mtoto-wa-khadija-by-mejja/,/magazine/album-review-mtoto-wa-khadija-by-mejja,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-now-its-experience-talking-blinky-bill-muthoni-drummer-queen/,/magazine/album-review-now-its-experience-talking-blinky-bill-muthoni-drummer-queen,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-sumbua-by-lil-maina/,/magazine/album-review-sumbua-by-lil-maina,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-sweetest-time-by-maya-amolo/,/magazine/album-review-sweetest-time-by-maya-amolo,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-the-lion-of-sudah/,/magazine/album-review-the-lion-of-sudah,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-time2023-by-h_art-the-band/,/magazine/album-review-time2023-by-h_art-the-band,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-victims-of-madness-2-0/,/magazine/album-review-victims-of-madness-2-0,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/album-review-we-dont-need-money-to-be-rich-by-mutoriah/,/magazine/album-review-we-dont-need-money-to-be-rich-by-mutoriah,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/all-that-glitters/,/magazine/all-that-glitters,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/anyango-mpinga-leading-the-way-for-kenyan-fashion-designers/,/magazine/anyango-mpinga-leading-the-way-for-kenyan-fashion-designers,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/art-guide-mapping-nairobi-cultural-hotspots/,/magazine/art-guide-mapping-nairobi-cultural-hotspots,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/artist/4mr-frank-white/,/artists/4mr-frank-white,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ayrosh/,/artists/ayrosh,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ayub-ogada/,/artists/ayub-ogada,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bahati/,/artists/bahati,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bensoul/,/artists/bensoul,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bien/,/artists/bien,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/big-nyagz/,/artists/big-nyagz,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/blinky-bill/,/artists/blinky-bill,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/boutross/,/artists/boutross,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/brandy-maina/,/artists/brandy-maina,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/breeder-lw/,/artists/breeder-lw,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bridget-blue/,/artists/bridget-blue,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/buruklyn-boyz/,/artists/buruklyn-boyz,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/caleb-awiti/,/artists/caleb-awiti,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/charisma/,/artists/charisma,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/chimano/,/artists/chimano,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/chris-kaiga/,/artists/chris-kaiga,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ciano-maimba/,/artists/ciano-maimba,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/coster-ojwang/,/artists/coster-ojwang,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/dyana-cods/,/artists/dyana-cods,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/e-sir/,/artists/e-sir,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/elani/,/artists/elani,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/elsy-wameyo/,/artists/elsy-wameyo,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/eric-wainaina/,/artists/eric-wainaina,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ethic/,/artists/ethic,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/exray-taniua/,/artists/exray-taniua,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/fancy-fingers/,/artists/fancy-fingers,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/fathermoh/,/artists/fathermoh,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/fena-gitu/,/artists/fena-gitu,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/flier/,/artists/flier,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/genes1s/,/artists/genes1s,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/h_art-the-band/,/artists/h_art-the-band,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/israel-onyach/,/artists/israel-onyach,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/iyanii/,/artists/iyanii,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/joefes/,/artists/joefes,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/jua-cali/,/artists/jua-cali,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/juliani/,/artists/juliani,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/june-gachui/,/artists/june-gachui,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/just-a-band/,/artists/just-a-band,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kaa-la-moto/,/artists/kaa-la-moto,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kagwe-mungai/,/artists/kagwe-mungai,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kahush/,/artists/kahush,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kalamashaka/,/artists/kalamashaka,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/karura-voices/,/artists/karura-voices,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/katapilla/,/artists/katapilla,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kethan/,/artists/kethan,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/khaligraph-jones/,/artists/khaligraph-jones,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/king-kaka/,/artists/king-kaka,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kitu-sewer/,/artists/kitu-sewer,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kleptomaniax/,/artists/kleptomaniax,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/krg-the-don/,/artists/krg-the-don,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kushman/,/artists/kushman,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/lil-maina/,/artists/lil-maina,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/maandy/,/artists/maandy,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/maovete/,/artists/maovete,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/masauti/,/artists/masauti,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mastar-vk/,/artists/mastar-vk,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/matata/,/artists/matata,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/matt-ngesa/,/artists/matt-ngesa,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mau-from-nowhere/,/artists/mau-from-nowhere,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/maya-amolo/,/artists/maya-amolo,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mayonde/,/artists/mayonde,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mbuzi-gang/,/artists/mbuzi-gang,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mejja/,/artists/mejja,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mordecai-dex/,/artists/mordecai-dex,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/muthaka/,/artists/muthaka,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mutoriah/,/artists/mutoriah,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/nadia-mukami/,/artists/nadia-mukami,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ndovu-kuu/,/artists/ndovu-kuu,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/njerae/,/artists/njerae,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/njoki-karu/,/artists/njoki-karu,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/nyashinski/,/artists/nyashinski,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ochungulo-family/,/artists/ochungulo-family,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/octopizzo/,/artists/octopizzo,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/okello-max/,/artists/okello-max,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/otile-brown/,/artists/otile-brown,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/polaris-pauline/,/artists/polaris-pauline,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/rekles/,/artists/rekles,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sabi-wu/,/artists/sabi-wu,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sauti-sol/,/artists/sauti-sol,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/savara/,/artists/savara,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/savinnah/,/artists/savinnah,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/scar-mkadinali/,/artists/scar-mkadinali,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/serro/,/artists/serro,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sewersydaa/,/artists/sewersydaa,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/shekinah-karen/,/artists/shekinah-karen,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sofiya-nzau/,/artists/sofiya-nzau,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ssaru/,/artists/ssaru,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/stacy-kamatu/,/artists/stacy-kamatu,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/swat-matire/,/artists/swat-matire,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/teslah/,/artists/teslah,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/tina-ardor/,/artists/tina-ardor,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/tipsy-gee/,/artists/tipsy-gee,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/toxic-lyrikali/,/artists/toxic-lyrikali,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/trio-mio/,/artists/trio-mio,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ukweli/,/artists/ukweli,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/uncojingjong/,/artists/uncojingjong,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/unspoken-salaton/,/artists/unspoken-salaton,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/v-be/,/artists/v-be,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/vic-west/,/artists/vic-west,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/wakadinali/,/artists/wakadinali,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/wanavokali/,/artists/wanavokali,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/wangechi/,/artists/wangechi,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/wanja-wohoro/,/artists/wanja-wohoro,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/watendawili/,/artists/watendawili,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/we-are-nubia/,/artists/we-are-nubia,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/willy-paul/,/artists/willy-paul,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/winyo/,/artists/winyo,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/wyre/,/artists/wyre,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/xenia-manasseh/,/artists/xenia-manasseh,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/yaba/,/artists/yaba,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ywaya-tajiri/,/artists/ywaya-tajiri,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/zaituni/,/artists/zaituni,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/zowie-kengocha/,/artists/zowie-kengocha,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/zzero-sufuri/,/artists/zzero-sufuri,302,true,base_article_artist_redirect,high,true,Legacy singular /artist/ route should map to React plural /artists/ route.
/atemi-brings-the-joy-of-christmas-alive-in-tis-the-season-album/,/magazine/atemi-brings-the-joy-of-christmas-alive-in-tis-the-season-album,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/beef-the-rivalries-that-shaped-kenyan-music/,/magazine/beef-the-rivalries-that-shaped-kenyan-music,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/best-apple-music-playlists-to-discover-new-kenyan-music/,/magazine/best-apple-music-playlists-to-discover-new-kenyan-music,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/best-new-kenyan-music-2022/,/magazine/best-new-kenyan-music-2022,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/bigpin-is-back-with-new-ep-pino/,/magazine/bigpin-is-back-with-new-ep-pino,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/birth-of-gengetone/,/magazine/birth-of-gengetone,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/building-a-sustainable-music-industry-in-kenya/,/magazine/building-a-sustainable-music-industry-in-kenya,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/buruklyn-boyz-inspiring-a-new-generation-of-young-artists/,/magazine/buruklyn-boyz-inspiring-a-new-generation-of-young-artists,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/calling-african-creatives-your-comprehensive-guide-to-2024s-end-of-year-noteworthy-prizes-residencies-masterclasses-and-more/,/magazine/calling-african-creatives-your-comprehensive-guide-to-2024s-end-of-year-noteworthy-prizes-residencies-masterclasses-and-more,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/capture-the-beauty-of-nature-through-photography/,/magazine/capture-the-beauty-of-nature-through-photography,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/case-to-rename-landmarks-of-africa/,/magazine/case-to-rename-landmarks-of-africa,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/cave-bureau-indigenous-communities-2023-venice-architecture-biennale/,/magazine/cave-bureau-indigenous-communities-2023-venice-architecture-biennale,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/chapter-5-a-good-citizen/,/magazine/chapter-5-a-good-citizen,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/christmas-in-2020/,/magazine/christmas-in-2020,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/chronicles-of-gedi-the-heart-of-a-jackal/,/magazine/chronicles-of-gedi-the-heart-of-a-jackal,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/chronicles-of-gedi-the-hunter-and-the-roving-pt-1/,/magazine/chronicles-of-gedi-the-hunter-and-the-roving-pt-1,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/circle-art-to-showcase-dickens-otienos-new-works-at-art-dubai-2023/,/magazine/circle-art-to-showcase-dickens-otienos-new-works-at-art-dubai-2023,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/collaboration-in-kenyan-music-industry/,/magazine/collaboration-in-kenyan-music-industry,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/contacts/,/contact,302,true,base_article_artist_redirect,high,true,Known legacy static/account route has a matching React destination.
/cultivating-new-cultural-identity/,/magazine/cultivating-new-cultural-identity,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/cultural-destinations-outside-nairobi-worth-visiting/,/magazine/cultural-destinations-outside-nairobi-worth-visiting,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/dear-baba-from-the-africa-you-dreamt-of/,/magazine/dear-baba-from-the-africa-you-dreamt-of,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/debunking-5-top-conspiracy-theories-in-kenya/,/magazine/debunking-5-top-conspiracy-theories-in-kenya,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/delightful-start-to-season-2-of-bare-sessions/,/magazine/delightful-start-to-season-2-of-bare-sessions,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/designing-for-accessibility-best-practices-for-inclusive-design-in-digital-and-built-environments/,/magazine/designing-for-accessibility-best-practices-for-inclusive-design-in-digital-and-built-environments,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
/disko-album-review-kodongklan/,/magazine/disko-album-review-kodongklan,302,true,base_article_artist_redirect,high,true,Legacy article/page slug has a matching React magazine route.
